Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14721,Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube,0.01,0.01,0,0,0.03
14729,Jewel Match 2,DS,2012,Puzzle,Easy Interactive,0,0.02,0,0,0.03
14735,My Animal Centre,Wii,2009,Simulation,Deep Silver,0,0.02,0,0,0.03
14736,Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games,0.03,0,0,0,0.03
14737,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,Creative Core,0,0,0.03,0,0.03
14738,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Namco Bandai Games,0,0,0.03,0,0.03
14739,Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,Namco Bandai Games,0,0,0.03,0,0.03
14745,Jewel Quest 5: The Sleepless Star,DS,2012,Action,Licensed 4U,0,0.02,0,0,0.03
14750,Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment,0.02,0,0,0,0.03
14751,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
14764,Bigfoot King of Crush,Wii,2011,Racing,Zoo Games,0.02,0,0,0,0.03
14766,Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,0,0,0.03,0,0.03
14767,Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0,0,0,0.03
14769,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0,0,0.03,0,0.03
14772,Clannad,X360,2008,Adventure,Prototype,0,0,0.03,0,0.03
14775,My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,0.02,0,0,0,0.03
14777,Farm Frenzy 3,DS,2011,Strategy,Unknown,0,0.02,0,0,0.03
14778,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,Russel,0,0,0.03,0,0.03
14779,3DS Classic Collection,3DS,2016,Misc,Sega,0.02,0,0,0,0.03
14787,Kabu Trader Shun,DS,2007,Action,Capcom,0,0,0.03,0,0.03
14796,Captain Morgane and the Golden Turtle,PS3,2012,Adventure,Reef Entertainment,0,0.02,0,0.01,0.03
14798,My Ballet Studio,Wii,2009,Simulation,505 Games,0.02,0,0,0,0.03
14804,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,Marvelous Interactive,0,0,0.03,0,0.03
14806,Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0,0,0.03,0,0.03
14808,Galileo,DS,2008,Adventure,D3Publisher,0,0,0.03,0,0.03
14812,Alien Breed Trilogy,X360,2011,Shooter,Mastertronic,0,0.02,0,0,0.03
14815,CID The Dummy,Wii,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03
14819,The Legend of Korra (3DS),3DS,2014,Strategy,Activision,0.02,0,0,0,0.03
14820,AniMates!,DS,2007,Simulation,Lexicon Entertainment,0.02,0,0,0,0.03
14823,Steins;Gate 0,PS3,2015,Adventure,5pb,0,0,0.03,0,0.03
14824,Catan,DS,2009,Strategy,CDV Software Entertainment,0,0.02,0,0,0.03
14825,Backyard NFL Football,Wii,2007,Sports,Atari,0.02,0,0,0,0.03
14829,Let's Play Ballerina,Wii,2010,Sports,Deep Silver,0.02,0,0,0,0.03
14831,Dream Girl Premier,3DS,2015,Misc,Alchemist,0,0,0.03,0,0.03
14834,Ducati Moto,DS,2008,Racing,Vir2L Studios,0.02,0,0,0,0.03
14836,Pop Cutie! Street Fashion Simulation (JP sales),DS,2008,Simulation,Tecmo Koei,0,0,0.03,0,0.03
14838,Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D,0.02,0,0,0,0.03
14840,Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,D3Publisher,0,0,0.03,0,0.03
14843,Imagine: Sweet 16,DS,2010,Simulation,Ubisoft,0.02,0,0,0,0.03
14851,My DoItAll,DS,2009,Misc,Tomy Corporation,0.02,0,0,0,0.03
14854,Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games,0.02,0,0,0,0.03
14855,I Heart Geeks,DS,2011,Puzzle,CDV Software Entertainment,0.02,0,0,0,0.03
14856,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008,Action,Spike,0,0,0.03,0,0.03
14863,Marker Man Adventures,DS,2009,Platform,Majesco Entertainment,0.02,0,0,0,0.03
14864,Capcom Digital Collection,X360,2012,Action,Capcom,0.02,0.01,0,0,0.03
14865,Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games,0,0,0.03,0,0.03
14867,Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,Capcom,0,0,0.03,0,0.03
14868,Moyashimon DS,DS,2009,Action,Takara Tomy,0,0,0.03,0,0.03
14871,Let's Dance with Mel B,Wii,2011,Sports,Black Bean Games,0,0.02,0,0,0.03
14876,Back to the Future: The Game,X360,2015,Adventure,Telltale Games,0.02,0.01,0,0,0.03
14882,Ocean Commander,Wii,2009,Simulation,Valcon Games,0.02,0,0,0,0.03
14886,Tank Beat,DS,2006,Strategy,Midas Interactive Entertainment,0.01,0.01,0,0,0.03
14890,The Peanuts Movie: Snoopy's Grand Adventure,X360,2015,Action,Activision,0,0.02,0,0,0.03
14891,Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,0,0,0.03,0,0.03
14892,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,0,0,0.03,0,0.03
14900,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008,Misc,D3Publisher,0,0,0.03,0,0.03
14902,Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,0.02,0,0,0,0.03
14903,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008,Simulation,Broccoli,0,0,0.03,0,0.03
14904,Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade,0.02,0,0,0,0.03
14908,Gakuen Alice: WakuWaku * Happy Friends,DS,2007,Adventure,Kids Station,0,0,0.03,0,0.03
14913,Monster Mayhem: Build and Battle,DS,2009,Simulation,Zushi Games,0.02,0,0,0,0.02
14915,Chuck E. Cheese's Sports Games,Wii,2011,Sports,UFO Interactive,0.02,0,0,0,0.02
14919,DEATH NOTE: L o Tsugu Mono,DS,2007,Adventure,Konami Digital Entertainment,0,0,0.02,0,0.02
14931,DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5pb,0,0,0.02,0,0.02
14932,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,2009,Misc,PlayV,0,0.02,0,0,0.02
14937,Vampire Mansion: Linda Hyde,DS,2011,Adventure,Unknown,0,0.02,0,0,0.02
14938,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008,Action,Namco Bandai Games,0,0,0.02,0,0.02
14940,The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
14944,Let's Play Garden,Wii,2010,Simulation,Deep Silver,0.02,0,0,0,0.02
14952,No More Heroes: Heroes' Paradise,X360,2010,Action,Marvelous Interactive,0,0,0.02,0,0.02
14958,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016,Action,Namco Bandai Games,0,0.02,0,0,0.02
14959,Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,Acquire,0,0,0.02,0,0.02
14971,Teddy Together,3DS,2016,Simulation,Nintendo,0,0.02,0,0,0.02
14972,Pony Luv,DS,2008,Simulation,GSP,0.02,0,0,0,0.02
14973,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,Kadokawa Shoten,0,0,0.02,0,0.02
14975,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
14977,The Voice,PS3,2014,Action,Activision,0.02,0,0,0,0.02
14980,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
14983,Lilpri DS: Hime-Chen! Apple Pink,DS,2010,Adventure,Sega,0,0,0.02,0,0.02
14985,Rapala for Kinect,X360,2011,Sports,Activision,0,0.02,0,0,0.02
14986,Rugby Challenge 3,X360,2016,Sports,Alternative Software,0,0.02,0,0,0.02
14987,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,2008,Misc,D3Publisher,0,0,0.02,0,0.02
14989,O.M.G. 26 - Our Mini Games,DS,2007,Puzzle,505 Games,0.02,0,0,0,0.02
15008,11eyes: CrossOver,X360,2009,Adventure,5pb,0,0,0.02,0,0.02
15010,Supermodel Makeover by Lauren Luke,DS,2009,Simulation,Avanquest,0,0.02,0,0,0.02
15011,George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment,0.02,0,0,0,0.02
15013,Serious Sam HD: Gold Edition,X360,2011,Shooter,Mastertronic,0,0.02,0,0,0.02
15015,Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009,Racing,System 3 Arcade Software,0,0.02,0,0,0.02
15016,Xenosaga I·II,DS,2006,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02
15018,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,2008,Sports,Hudson Soft,0,0,0.02,0,0.02
15019,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02
15022,Cross Channel: In Memory of All People,X360,2011,Adventure,CyberFront,0,0,0.02,0,0.02
15023,Bomberman Story DS,DS,2007,Role-Playing,Rising Star Games,0,0,0.02,0,0.02
15024,Penguins of Madagascar,Wii,2014,Action,Namco Bandai Games,0,0.02,0,0,0.02
15031,Backyard NFL Football,DS,2007,Sports,Atari,0.02,0,0,0,0.02
15037,PDC World Championship Darts: Pro Tour,X360,2010,Sports,O-Games,0,0.02,0,0,0.02
15040,Major Dream: Major DS Dream Baseball,DS,2008,Sports,Takara Tomy,0,0,0.02,0,0.02
15041,Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb,0,0,0.02,0,0.02
15046,Inkheart,DS,2009,Adventure,DreamCatcher Interactive,0.02,0,0,0,0.02
15052,Totally Spies! 2: Undercover,DS,2006,Action,Atari,0.01,0.01,0,0,0.02
15054,Natalie Brooks: Mystery at Hillcrest High,DS,2012,Action,Licensed 4U,0,0.02,0,0,0.02
15057,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007,Action,Konami Digital Entertainment,0,0,0.02,0,0.02
15058,Castlevania: Lords of Shadow - Reverie,X360,2011,Action,Konami Digital Entertainment,0.02,0,0,0,0.02
15059,Xia-Xia,DS,2012,Platform,N/A,0,0.02,0,0,0.02
15060,Cocoto Magic Circus,Wii,2008,Shooter,Neko Entertainment,0.02,0,0,0,0.02
15062,Dunamis 15,PS3,2011,Adventure,5pb,0,0,0.02,0,0.02
15064,Mage Knight: Destiny's Soldier,DS,2006,Strategy,Namco Bandai Games,0.02,0,0,0,0.02
15067,Suzumiya Haruhi no Heiretsu,Wii,2009,Adventure,Sega,0,0,0.02,0,0.02
15071,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010,Misc,D3Publisher,0,0,0.02,0,0.02
15074,Thomas and Friends: Steaming around Sodor,3DS,2015,Action,Avanquest Software,0,0.02,0,0,0.02
15075,Titanic Mystery,Wii,2010,Puzzle,O-Games,0.02,0,0,0,0.02
15079,Ride,X360,2015,Racing,Milestone S.r.l.,0,0.02,0,0,0.02
15080,Line Rider 2: Unbound,Wii,2008,Puzzle,Deep Silver,0.02,0,0,0,0.02
15082,Treasure Chase,DS,2011,Puzzle,Storm City Games,0.02,0,0,0,0.02
15086,G1 Jockey Wii,Wii,2007,Sports,Tecmo Koei,0,0.01,0.02,0,0.02
15098,Kawasaki Jet Ski,Wii,2008,Racing,Metro 3D,0.02,0,0,0,0.02
15100,Enchanted Arms (JP sales),X360,2006,Role-Playing,Ubisoft,0,0,0.02,0,0.02
15104,Crazy Machines,Wii,2010,Puzzle,DTP Entertainment,0.01,0.01,0,0,0.02
15106,Blade Arcus from Shining EX,PS3,2015,Fighting,Sega,0,0,0.02,0,0.02
15107,Brave: The Video Game,Wii,2012,Action,Disney Interactive Studios,0,0.02,0,0,0.02
15110,Indianapolis 500 Evolution,X360,2009,Racing,Zushi Games,0.02,0,0,0,0.02
15111,Ookami to Koushinryou: Omiowataru Kaze,DS,2009,Adventure,ASCII Media Works,0,0,0.02,0,0.02
15123,Franklin's Great Adventures,DS,2006,Action,Game Factory,0.02,0,0,0,0.02
15131,Interactive Storybook DS Series 3,DS,2007,Misc,Tommo,0.02,0,0,0,0.02
15144,Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0,0.02,0,0.01,0.02
15145,428: Fuusa Sareta Shibuya de,PS3,2009,Adventure,Spike,0,0,0.02,0,0.02
15149,The Professor's Brain Trainer: Logic,DS,2005,Puzzle,505 Games,0.02,0,0,0,0.02
15150,Fritz Chess,Wii,2009,Strategy,Deep Silver,0.02,0.01,0,0,0.02
15154,Balls of Fury,Wii,2007,Sports,Zoo Digital Publishing,0.02,0,0,0,0.02
15157,Winning Post 8 2015,PS3,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
15158,Veggy World,DS,2011,Shooter,Jack of All Games,0.02,0,0,0,0.02
15161,SBK: Snowboard Kids,DS,2005,Sports,Rising Star Games,0.02,0,0,0,0.02
15164,Lode Runner,DS,2006,Puzzle,Hudson Entertainment,0,0,0.02,0,0.02
15170,Freedom Wings,DS,2006,Simulation,Natsume,0.02,0,0,0,0.02
15172,Zillions of Enemy X: Zetsukai no Crusade,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
15173,Dream Chronicles,DS,2010,Adventure,Zoo Games,0.02,0,0,0,0.02
15174,Kung Fu Panda: Showdown of Legendary Legends,PS3,2015,Action,Little Orbit,0,0.02,0,0,0.02
15178,Doki Majo Plus,DS,2009,Adventure,SNK Playmore,0,0,0.02,0,0.02
15180,Love Once: Mermaid's Tears,PS3,2011,Adventure,Unknown,0,0,0.02,0,0.02
15190,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011,Misc,Plenty,0,0,0.02,0,0.02
15191,Fritz Chess,DS,2009,Strategy,Deep Silver,0.02,0,0,0,0.02
15195,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,Irem Software Engineering,0,0,0.02,0,0.02
15196,Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,0,0,0.02,0,0.02
15197,Let's Play Flight Attendant,DS,2010,Simulation,Deep Silver,0.02,0,0,0,0.02
15198,Akai Ito DS,DS,2008,Adventure,Alchemist,0,0,0.02,0,0.02
15201,Darksiders,PS3,2010,Action,THQ,0.01,0.01,0,0,0.02
15207,Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0,0.02,0,0,0.02
15213,Winter Sports 2011,X360,2011,Sports,DTP Entertainment,0,0.02,0,0,0.02
15215,Disney's Meet the Robinsons,DS,2007,Action,Disney Interactive Studios,0.02,0,0,0,0.02
15216,Casper's Scare School: Classroom Capers,DS,2008,Adventure,Blast! Entertainment Ltd,0.02,0,0,0,0.02
15223,Geon Cube,Wii,2009,Puzzle,P2 Games,0.02,0,0,0,0.02
15224,Tennis no Oji-Sama: Driving Smash! Side King,DS,2008,Sports,Konami Digital Entertainment,0,0,0.02,0,0.02
15227,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Adventure,Alchemist,0,0,0.02,0,0.02
15229,Triple Crown Championship Snowboarding,Wii,2010,Sports,Destineer,0.02,0,0,0,0.02
15230,UnchainBlades EXXiV,3DS,2012,Role-Playing,FuRyu,0,0,0.02,0,0.02
15236,Dance! It's Your Stage,PS3,2011,Misc,DTP Entertainment,0,0.02,0,0.01,0.02
15240,Mind over Matter,DS,2010,Puzzle,505 Games,0.02,0,0,0,0.02
15241,The Idolmaster: Gravure For You! Vol.9,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
15242,Discovery Kids: Snake Safari,DS,2009,Simulation,505 Games,0.02,0,0,0,0.02
15244,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Misc,Square Enix,0,0,0.02,0,0.02
15248,Jewel Master: Cradle Of Rome 2,DS,2011,Puzzle,Rising Star Games,0,0.02,0,0,0.02
15251,Brave: The Video Game,DS,2012,Action,Disney Interactive Studios,0,0.02,0,0,0.02
15255,Date A Live: Arusu Install,PS3,2014,Adventure,Compile Heart,0,0,0.02,0,0.02
15257,Tengen Toppa Gurren-Lagann,DS,2007,Action,Konami Digital Entertainment,0,0,0.02,0,0.02
15262,Jelly Belly: Ballistic Beans,Wii,2009,Puzzle,Zoo Digital Publishing,0.02,0,0,0,0.02
15263,PopCap Hits!,X360,2011,Misc,PopCap Games,0,0.02,0,0,0.02
15266,Dragon's Lair,DS,2010,Platform,Destineer,0.02,0,0,0,0.02
15267,Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Action,Minato Station,0,0,0.02,0,0.02
15271,Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix,0.01,0,0.01,0,0.02
15276,Thomas & Friends: Hero of the Rails,Wii,2010,Misc,Unknown,0,0.02,0,0,0.02
15278,World Championship Poker featuring Howard Lederer: All In,Wii,2006,Misc,505 Games,0.02,0,0,0,0.02
15281,Jinsei Game Wii,Wii,2007,Misc,Takara Tomy,0,0,0.02,0,0.02
15282,Heavy Fire: The Chosen Few 3D,3DS,2011,Shooter,Mastiff,0.02,0,0,0,0.02
15283,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008,Misc,Benesse,0,0,0.02,0,0.02
15285,Jake Hunter: Detective Chronicles,DS,2008,Adventure,Aksys Games,0.02,0,0,0,0.02
15287,Don Bradman Cricket 14,PS3,2014,Sports,Tru Blu Entertainment,0,0.02,0,0,0.02
15289,Ore no Yome: Anata Dake no Hanayome,X360,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
15290,Crime Scene,DS,2009,Adventure,Nobilis,0,0.02,0,0,0.02
15297,Detective Jinguuji Saburo: Ronde Revenge,3DS,2012,Action,Arc System Works,0,0,0.02,0,0.02
15302,Mar Heaven: Karudea no Akuma,DS,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02
15306,Robotics;Notes,X360,2012,Adventure,5pb,0,0,0.02,0,0.02
15307,Hoppie,DS,2011,Platform,Jack of All Games,0.02,0,0,0,0.02
15309,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007,Misc,Tecmo Koei,0,0,0.02,0,0.02
15311,T.A.C. Heroes : Big Red One,DS,2010,Strategy,Storm City Games,0.02,0,0,0,0.02
15313,Dungeons & Dragons: Shadow over Mystara,PS3,2013,Role-Playing,Capcom,0,0,0.02,0,0.02
15318,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
15320,Hot 'n' Cold,DS,2009,Action,Majesco Entertainment,0.02,0,0,0,0.02
15323,The Testament of Sherlock Holmes,X360,2012,Adventure,Focus Home Interactive,0,0.02,0,0,0.02
15326,Meikyuu Cross Blood: Reloaded,X360,2011,Action,Unknown,0,0,0.02,0,0.02
15327,Livly Garden,DS,2010,Simulation,Marvelous Interactive,0,0,0.02,0,0.02
15330,Commando: Steel Disaster,DS,2008,Shooter,Lexicon Entertainment,0.02,0,0,0,0.02
15333,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008,Fighting,Marvelous Interactive,0,0,0.02,0,0.02
15334,The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
15335,Gal Gun,PS3,2012,Shooter,Alchemist,0,0,0.02,0,0.02
15336,Chuck E. Cheese's Super Collection,Wii,2011,Action,UFO Interactive,0.02,0,0,0,0.02
15337,Hakuouki: Yuugi Roku DS,DS,2011,Adventure,Idea Factory,0,0,0.02,0,0.02
15338,Mystery Tales 2: The Spirit Mask,DS,2011,Puzzle,Unknown,0,0.02,0,0,0.02
15339,Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,0,0.02,0,0,0.02
15345,Rinne no Lagrange: Kamogawa Days,PS3,2012,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
15348,Casper's Scare School: Spooky Sports Day,Wii,2009,Sports,Blast! Entertainment Ltd,0.02,0,0,0,0.02
15350,The Idolmaster: Gravure For You! Vol.8,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
15354,Chicken Hunter,DS,2007,Shooter,Phoenix Games,0.02,0,0,0,0.02
15359,Daikaijuu Battle: Ultra Coliseum,Wii,2008,Fighting,Namco Bandai Games,0,0,0.02,0,0.02
15361,Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Adventure,Big Ben Interactive,0,0.02,0,0,0.02
15363,Polar Bowler,DS,2008,Sports,Mumbo Jumbo,0.02,0,0,0,0.02
15367,Jinguuji Saburou DS: Akai Chou,DS,2010,Adventure,Arc System Works,0,0,0.02,0,0.02
15370,Princess Isabella: A Witch's Curse,Wii,2010,Adventure,Destineer,0.02,0,0,0,0.02
15371,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,2008,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
15373,Pippa Funnell: Ranch Rescue,Wii,2007,Adventure,Ubisoft,0,0.02,0,0,0.02
15374,Jewel Link: Galactic Quest,DS,2012,Action,Avanquest Software,0,0.02,0,0,0.02
15375,Super Bowling,N64,1999,Sports,Athena,0.02,0,0,0,0.02
15376,Rat Attack!,N64,2000,Puzzle,Mindscape,0.02,0,0,0,0.02
15377,Kawaii Koinu DS 3,DS,2010,Simulation,MTO,0,0,0.02,0,0.02
15379,Chevrolet Camaro: Wild Ride,DS,2010,Racing,Storm City Games,0.02,0,0,0,0.02
15383,Cross Treasures,DS,2009,Role-Playing,Square Enix,0,0,0.02,0,0.02
15387,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Misc,Namco Bandai Games,0,0,0.02,0,0.02
15395,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02
15398,B-17: Fortress in the Sky,DS,2007,Simulation,DSI Games,0.02,0,0,0,0.02
15399,Mushishi: Amefuru Sato,DS,2008,Simulation,Marvelous Interactive,0,0,0.02,0,0.02
15401,The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02
15410,Maximum Racing: Crash Car Racer,Wii,2010,Racing,Nordic Games,0.01,0.01,0,0,0.02
15415,Puzzle City,DS,2009,Puzzle,Destineer,0.02,0,0,0,0.02
15417,Worms,X360,2007,Strategy,Microsoft Game Studios,0,0.02,0,0,0.02
15421,Super Fruit Fall,Wii,2006,Puzzle,System 3 Arcade Software,0.01,0,0,0,0.02
15425,CV Casting Voice,PS3,2014,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
15429,Defendin' De Penguin,DS,2008,Strategy,Zushi Games,0.02,0,0,0,0.02
15435,Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.02
15437,Horrid Henry: Missions of Mischief,Wii,2010,Adventure,SouthPeak Games,0,0.02,0,0,0.02
15439,Painkiller: Hell & Damnation,X360,2013,Shooter,Nordic Games,0,0.01,0,0,0.02
15442,Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,0,0.01,0,0,0.02
15443,Downtown Nekketsu Jidaigek,3DS,2015,Action,Arc System Works,0,0,0.02,0,0.02
15447,Spanish for Everyone!,DS,2007,Puzzle,Activision,0.02,0,0,0,0.02
15448,Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
15450,Germany's Next Topmodel 2011,Wii,2011,Simulation,7G//AMES,0,0.02,0,0,0.02
15453,Winx Club: Saving Alfea,DS,2014,Action,Namco Bandai Games,0.02,0,0,0,0.02
15460,Steins;Gate: Hiyoku Renri no Darling,PS3,2012,Adventure,5pb,0,0,0.02,0,0.02
15461,Ten Pin Alley 2,Wii,2008,Sports,XS Games,0.02,0,0,0,0.02
15468,Garfield Gets Real,DS,2009,Action,Zushi Games,0,0.02,0,0,0.02
15472,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
15485,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft,0.02,0,0,0,0.02
15487,Rainbow Islands Revolution,DS,2005,Platform,Rising Star Games,0.01,0,0,0,0.02
15492,Mary King's Riding School,DS,2008,Simulation,Ghostlight,0,0.02,0,0,0.02
15493,Devil Survivor: Over Clock,3DS,2015,Strategy,Atlus,0,0,0.02,0,0.02
15500,Army Rescue,Wii,2009,Shooter,UFO Interactive,0.02,0,0,0,0.02
15501,Azada,3DS,2012,Puzzle,Licensed 4U,0,0.02,0,0,0.02
15504,Dreamer Series: Horse Trainer,DS,2008,Simulation,DreamCatcher Interactive,0.02,0,0,0,0.02
15507,Muchi Muchi Pork & Pink Sweets,X360,2011,Shooter,Cave,0,0,0.02,0,0.02
15510,Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,0,0,0.02,0,0.02
15512,Mushihimesama,X360,2012,Action,Cave,0,0,0.02,0,0.02
15521,Chrysler Classic Racing,DS,2008,Racing,Zoo Games,0.02,0,0,0,0.02
15526,uDraw Studio: Instant Artist,X360,2011,Misc,THQ,0.01,0.01,0,0,0.02
15527,Seitokai no Ichizon: DS-suru Seitokai,DS,2010,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
15532,Marvel Avengers: Battle for Earth,X360,2012,Action,Ubisoft,0.02,0,0,0,0.02
15533,Winter Blast: 9 Snow & Ice Games,Wii,2010,Sports,Destineer,0.02,0,0,0,0.02
15534,Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,0,0,0.02,0,0.02
15546,Poyo Poyo Kansatsu Nikki,3DS,2012,Action,IE Institute,0,0,0.02,0,0.02
15547,Jinsei Game DS,DS,2006,Misc,Atlus,0,0,0.02,0,0.02
15550,Reversal Challenge,DS,2009,Misc,Tommo,0.02,0,0,0,0.02
15551,Wild West Shootout,Wii,2010,Shooter,Unknown,0.01,0.01,0,0,0.02
15558,Gon: BakuBakuBakuBaku Adventure,3DS,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
15559,Style Book: Junior City,DS,2006,Misc,Namco Bandai Games,0,0,0.02,0,0.02
15561,Garfield's Nightmare,DS,2007,Platform,Game Factory,0.01,0,0,0,0.02
15562,Earth Seeker,Wii,2011,Role-Playing,Kadokawa Shoten,0,0,0.02,0,0.02
15563,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,0,0,0.02,0,0.02
15569,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02
