Material,Sector,Gross_Export,Pais
Horses,Agriculture,12961946,Estados Unidos
Bovine,Agriculture,794762187,Estados Unidos
Other live animals,Agriculture,2436228,Estados Unidos
Beef,Agriculture,967012992,Estados Unidos
Beef (frozen),Agriculture,73642356,Estados Unidos
Pork,Agriculture,63372027,Estados Unidos
Lamb,Agriculture,2247237,Estados Unidos
Edible offal,Agriculture,47958904,Estados Unidos
Preserved meat,Agriculture,38228,Estados Unidos
Live Fish,Agriculture,205541,Estados Unidos
Fish_ excluding fillets,Agriculture,122992729,Estados Unidos
Frozen fish_ excluding fillets,Agriculture,19689249,Estados Unidos
Fish fillets,Agriculture,50880651,Estados Unidos
Preserved fish,Agriculture,982939,Estados Unidos
Crustaceans,Agriculture,305400226,Estados Unidos
Molluscs,Agriculture,30623184,Estados Unidos
Milk,Agriculture,9289745,Estados Unidos
Milk_ concentrated,Agriculture,33956849,Estados Unidos
Fermented milk products,Agriculture,2279734,Estados Unidos
Whey,Agriculture,5592,Estados Unidos
Butter,Agriculture,45073512,Estados Unidos
Cheese,Agriculture,16122005,Estados Unidos
Honey,Agriculture,12697422,Estados Unidos
Edible animal products_ n.e.c.,Agriculture,13282,Estados Unidos
Animal guts_ except fish,Agriculture,334902,Estados Unidos
Bones_ simply prepared,Agriculture,692454,Estados Unidos
Coral and shells,Agriculture,1785436,Estados Unidos
Animal products used in pharmaceuticals,Agriculture,25377,Estados Unidos
Animal products n.e.c.,Agriculture,70084234,Estados Unidos
Flower bulbs,Agriculture,32294,Estados Unidos
Other live plants,Agriculture,15391502,Estados Unidos
Cut flowers,Agriculture,30077644,Estados Unidos
Other parts of plants,Agriculture,12142625,Estados Unidos
Tomatoes,Agriculture,2065582976,Estados Unidos
Onions_ shallots_ garlic,Agriculture,329426226,Estados Unidos
Cabbages_ cauliflowers_ broccoli,Agriculture,381597760,Estados Unidos
Lettuce,Agriculture,238167994,Estados Unidos
Carrots & turnips,Agriculture,79057768,Estados Unidos
Cucumbers,Agriculture,520725408,Estados Unidos
Legumes,Agriculture,106305310,Estados Unidos
Other vegetables,Agriculture,2130918262,Estados Unidos
Frozen vegetables,Agriculture,464336353,Estados Unidos
Vegetables_ provisionally preserved,Agriculture,10314313,Estados Unidos
Vegetables_ dried,Agriculture,7486290,Estados Unidos
Legumes_ dried,Agriculture,34265707,Estados Unidos
Tubers,Agriculture,1521556,Estados Unidos
Cashew nuts & coconuts,Agriculture,16086240,Estados Unidos
Other nuts,Agriculture,840065954,Estados Unidos
Bananas and plantains,Agriculture,236847456,Estados Unidos
Avocados_ pineapples_ mangos_ etc.,Agriculture,2438806247,Estados Unidos
Citrus fruit,Agriculture,552212416,Estados Unidos
Grapes,Agriculture,404903953,Estados Unidos
Melons and papayas,Agriculture,420400864,Estados Unidos
Apples & pears,Agriculture,241881,Estados Unidos
Peaches & cherries,Agriculture,163470,Estados Unidos
Other fresh fruit,Agriculture,2045945608,Estados Unidos
Fruits and nuts_ frozen,Agriculture,201064420,Estados Unidos
Fruits and nuts_ provisionally preserved,Agriculture,42740,Estados Unidos
Fruits_ dried,Agriculture,7145017,Estados Unidos
Peel of citrus fruit or melons,Agriculture,700470,Estados Unidos
Coffee,Agriculture,222635723,Estados Unidos
Tea,Agriculture,384042,Estados Unidos
Pepper,Agriculture,66375203,Estados Unidos
Vanilla,Agriculture,398474,Estados Unidos
Cinnamon,Agriculture,29579,Estados Unidos
Nutmeg,Agriculture,3994,Estados Unidos
Anise_ fennel_ etc.,Agriculture,93277,Estados Unidos
Spices,Agriculture,10603567,Estados Unidos
Oats,Agriculture,5129,Estados Unidos
Corn,Agriculture,19000086,Estados Unidos
Rice,Agriculture,1379970,Estados Unidos
Grain sorghum,Agriculture,376179,Estados Unidos
Other cereals,Agriculture,3794,Estados Unidos
Wheat or meslin flour,Agriculture,3661966,Estados Unidos
Cereal flours,Agriculture,76930737,Estados Unidos
Cereal meals,Agriculture,9610763,Estados Unidos
Worked cereal grains,Agriculture,100004,Estados Unidos
Potato flour,Agriculture,947202,Estados Unidos
Flour of dried legumes,Agriculture,2773384,Estados Unidos
Starches,Agriculture,8128298,Estados Unidos
Soya beans,Agriculture,4515,Estados Unidos
Peanuts,Agriculture,3555778,Estados Unidos
Linseed,Agriculture,34256,Estados Unidos
Sunflower seeds,Agriculture,22675,Estados Unidos
Other oil seeds,Agriculture,14732389,Estados Unidos
Flours of oil seeds,Agriculture,671775,Estados Unidos
Seeds used for sowing,Agriculture,12116944,Estados Unidos
Plants used in perfumery_ pharmacy or insecticide,Agriculture,40903580,Estados Unidos
Seaweeds & edible vegetable products,Agriculture,4076030,Estados Unidos
Cereal straw and husks,Agriculture,26763,Estados Unidos
Forage products,Agriculture,12441396,Estados Unidos
Lac,Agriculture,55779,Estados Unidos
Vegetable saps and extracts,Agriculture,57577610,Estados Unidos
Vegetable materials used for plaiting,Agriculture,107012,Estados Unidos
Vegetable products n.e.c.,Agriculture,36402020,Estados Unidos
Pig and poultry fat_ rendered,Agriculture,883416,Estados Unidos
Fish oils,Agriculture,301835,Estados Unidos
Wool grease,Agriculture,1026100,Estados Unidos
Soybean oil,Agriculture,4514301,Estados Unidos
Peanut oil,Agriculture,393183,Estados Unidos
Olive oil,Agriculture,68791,Estados Unidos
Palm oil,Agriculture,1205066,Estados Unidos
Sunflower seed oil,Agriculture,23684981,Estados Unidos
Coconut & palm kernel oil,Agriculture,766483,Estados Unidos
Rapeseed_ colza or mustard oil_,Agriculture,2365917,Estados Unidos
Other vegetable fats and oils,Agriculture,124933231,Estados Unidos
Vegetable fats_ hydrogenated,Agriculture,499680,Estados Unidos
Margarine,Agriculture,29900497,Estados Unidos
Animal or vegetable fats and oils_ processed,Agriculture,1253452,Estados Unidos
Stearic acid,Agriculture,752845,Estados Unidos
Glycerol,Agriculture,18766,Estados Unidos
Vegetable waxes and beeswax,Agriculture,4984230,Estados Unidos
Sausages,Agriculture,762714,Estados Unidos
Other prepared or preserved meat,Agriculture,32947190,Estados Unidos
Extracts and juices of meat or fish,Agriculture,1085577,Estados Unidos
Prepared or preserved fish,Agriculture,24488344,Estados Unidos
Prepared aquatic invertibrates,Agriculture,68694119,Estados Unidos
Sugarcane & sucrose,Agriculture,645096716,Estados Unidos
Other sugars,Agriculture,85152155,Estados Unidos
Molasses,Agriculture,5272561,Estados Unidos
Confectionery sugar,Agriculture,613547080,Estados Unidos
Cocoa beans,Agriculture,170810,Estados Unidos
Cocoa paste,Agriculture,305872,Estados Unidos
Cocoa butter,Agriculture,924162,Estados Unidos
Cocoa powder,Agriculture,250958,Estados Unidos
Chocolates,Agriculture,483000862,Estados Unidos
Malt extract,Agriculture,49204393,Estados Unidos
Pasta,Agriculture,29519534,Estados Unidos
Cereal foods,Agriculture,128209078,Estados Unidos
Bakery products,Agriculture,1151903709,Estados Unidos
Pickled fruits and vegetables,Agriculture,169307589,Estados Unidos
Tomatoes_ prepared or preserved,Agriculture,3078431,Estados Unidos
Mushrooms_ prepared or preserved,Agriculture,249127,Estados Unidos
Other vegetables_ frozen,Agriculture,79941764,Estados Unidos
Other vegetables_ prepared or preserved,Agriculture,122463110,Estados Unidos
Vegetables_ fruits and nuts_ preserved by sugar,Agriculture,1485528,Estados Unidos
Jams_ jellies and marmalades,Agriculture,26196290,Estados Unidos
Fruits and nuts_ otherwise prepared,Agriculture,582891432,Estados Unidos
Fruit juices,Agriculture,435636481,Estados Unidos
Coffee extracts,Agriculture,90145857,Estados Unidos
Yeasts,Agriculture,76734900,Estados Unidos
Sauces and seasonings,Agriculture,217270744,Estados Unidos
Soups and broths,Agriculture,25082760,Estados Unidos
Ice cream,Agriculture,3214372,Estados Unidos
Food preparations n.e.c.,Agriculture,92058841,Estados Unidos
Waters,Agriculture,56188117,Estados Unidos
Waters_ flavored or sweetened,Agriculture,363511776,Estados Unidos
Beer,Agriculture,3537565952,Estados Unidos
Wine,Agriculture,2487686,Estados Unidos
Other fermented beverages,Agriculture,2208394,Estados Unidos
Ethyl alcohol > 80%,Agriculture,889874,Estados Unidos
Spirits < 80% alcohol,Agriculture,1498372645,Estados Unidos
Vinegars,Agriculture,16586,Estados Unidos
Flours of fish_ for animal feed,Agriculture,11950926,Estados Unidos
Cereal residues,Agriculture,179698,Estados Unidos
Starch residues,Agriculture,36761,Estados Unidos
Solid soybean residues,Agriculture,8009,Estados Unidos
Solid vegetable oil and fat residues,Agriculture,45805,Estados Unidos
Vegetable materials for animal feeding,Agriculture,26586,Estados Unidos
Animal feed,Agriculture,14885263,Estados Unidos
Unmanufactured tobacco,Agriculture,11376446,Estados Unidos
Cigars and cigarettes,Agriculture,149810002,Estados Unidos
Other manufactured tobacco,Agriculture,6365369,Estados Unidos
Salt,Minerals,48994164,Estados Unidos
Sulphur_ crude,Minerals,11552,Estados Unidos
Natural graphite,Minerals,5568959,Estados Unidos
Natural sands,Minerals,939416,Estados Unidos
Quartz,Minerals,33279,Estados Unidos
Kaolin,Minerals,53496,Estados Unidos
Clays,Minerals,4488687,Estados Unidos
Natural barium sulfate,Minerals,34994140,Estados Unidos
Siliceous fossil meals and earths,Minerals,983900,Estados Unidos
Natural abrasives,Minerals,1866729,Estados Unidos
Marble,Minerals,58656,Estados Unidos
Granite,Minerals,77862,Estados Unidos
Gravel,Minerals,65378518,Estados Unidos
Natural magnesia,Minerals,10852237,Estados Unidos
Gypsum,Minerals,43486166,Estados Unidos
Quicklime,Minerals,5557720,Estados Unidos
Cements,Minerals,105817171,Estados Unidos
Mica,Minerals,2673,Estados Unidos
Natural steatite,Minerals,7161,Estados Unidos
Feldspar,Minerals,75771916,Estados Unidos
Mineral substances n.e.c.,Minerals,16671576,Estados Unidos
Manganese > 47% by weight,Minerals,7636808,Estados Unidos
Copper ore,Minerals,85864616,Estados Unidos
Tungsten ore,Minerals,2810,Estados Unidos
Molybdenum ore,Minerals,60112662,Estados Unidos
Titanium ore,Minerals,18395,Estados Unidos
Zirconium ore,Minerals,8410014,Estados Unidos
Precious metal ores,Minerals,5886040,Estados Unidos
Other ores,Minerals,56076,Estados Unidos
Granulated iron or steel slag,Minerals,3931600,Estados Unidos
Iron or steel slag,Minerals,2012929,Estados Unidos
Slag_ ash and residues containing metals,Minerals,104715886,Estados Unidos
Other slag and ash,Minerals,221219,Estados Unidos
Coal,Minerals,54032,Estados Unidos
Lignite,Minerals,49131,Estados Unidos
Tar distilled from coal_ lignite etc.,Minerals,1672435,Estados Unidos
Oils etc. from high temperature coal tar,Minerals,19117290,Estados Unidos
Pitch and pitch coke,Minerals,1432008,Estados Unidos
Petroleum oils_ crude,Minerals,13749486592,Estados Unidos
Petroleum oils_ refined,Minerals,1304796032,Estados Unidos
Petroleum gases,Minerals,37791570,Estados Unidos
Petroleum jelly,Minerals,498248,Estados Unidos
Petroleum coke,Minerals,3209993,Estados Unidos
Bituminous mixtures,Minerals,57291,Estados Unidos
Electrical energy,Minerals,115188352,Estados Unidos
Iodine,Chemicals,4476484,Estados Unidos
Carbon,Chemicals,31104372,Estados Unidos
Silicon & rare gases,Chemicals,1468787,Estados Unidos
Rare-earth metals,Chemicals,95320,Estados Unidos
Hydrochloric acid,Chemicals,154557,Estados Unidos
Sulfiric acid_ oleum,Chemicals,18403158,Estados Unidos
Sulfonitric acids,Chemicals,16648,Estados Unidos
Phosphoric acid etc.,Chemicals,20228510,Estados Unidos
Other inorganic acids,Chemicals,160300465,Estados Unidos
Halides of nonmetals,Chemicals,12703,Estados Unidos
Sulfides of nonmetals,Chemicals,17054,Estados Unidos
Ammonia,Chemicals,14034,Estados Unidos
Sodium hydroxide,Chemicals,2444451,Estados Unidos
Hydroxides or peroxides of magnesium,Chemicals,5197282,Estados Unidos
Zinc oxide or peroxide,Chemicals,117734688,Estados Unidos
Aluminum oxide,Chemicals,507188,Estados Unidos
Manganese oxides,Chemicals,1346416,Estados Unidos
Titanium oxides,Chemicals,904444,Estados Unidos
Lead oxides,Chemicals,233058,Estados Unidos
Metal base oxides_ n.e.c.,Chemicals,9343169,Estados Unidos
Flourides,Chemicals,26311718,Estados Unidos
Chlorides_ bromides_ iodides etc.,Chemicals,30818689,Estados Unidos
Hyopchlorites,Chemicals,142927,Estados Unidos
Sulfides; polysulfides,Chemicals,6260800,Estados Unidos
Dithionites and sulfoxylates,Chemicals,5746,Estados Unidos
Sulfites,Chemicals,58255,Estados Unidos
Sulfates,Chemicals,155512825,Estados Unidos
Nitrites_ nitrates,Chemicals,2268969,Estados Unidos
Phosphates,Chemicals,27535241,Estados Unidos
Carbonates,Chemicals,6850673,Estados Unidos
Silicates,Chemicals,492302,Estados Unidos
Borates,Chemicals,334491,Estados Unidos
Salts of oxometallic acids,Chemicals,1105125,Estados Unidos
Other salts of acids,Chemicals,31389,Estados Unidos
Compounds of precious metals,Chemicals,167673,Estados Unidos
Uranium,Chemicals,486098,Estados Unidos
Hydrogen peroxide,Chemicals,1125997,Estados Unidos
Carbides,Chemicals,465736,Estados Unidos
Hydrides_ nitrides_ azides_ silicides and borides,Chemicals,262915,Estados Unidos
Inorganic compounds_ liquid or compressed air,Chemicals,17569240,Estados Unidos
Acyclic hydrocarbons,Chemicals,9941,Estados Unidos
Cyclic hydrocarbons,Chemicals,13334147,Estados Unidos
Halogenated derivatives of hydrocarbons,Chemicals,19740057,Estados Unidos
Sulfonated_ nitrated derivatives of hydrocarbons,Chemicals,37294,Estados Unidos
Acyclic alcohols,Chemicals,17766166,Estados Unidos
Cyclic alcohols,Chemicals,764573,Estados Unidos
Phenols_ phenol-alcohols,Chemicals,4077,Estados Unidos
Derivatives of phenols,Chemicals,9023127,Estados Unidos
Ethers,Chemicals,2368697,Estados Unidos
Epoxides,Chemicals,5203,Estados Unidos
Acetals and hemiacetals,Chemicals,459246,Estados Unidos
Aldehydes,Chemicals,8204452,Estados Unidos
Ketones and quinones,Chemicals,29430777,Estados Unidos
Saturated acyclic monocarboxylic acids,Chemicals,98341528,Estados Unidos
Unsaturated acyclic monocarboxylic acids,Chemicals,46887189,Estados Unidos
Polycarboxylic acids,Chemicals,215778247,Estados Unidos
Carboxylic acids with additional oxygen function,Chemicals,32525994,Estados Unidos
Phosporic esters,Chemicals,3084,Estados Unidos
Esters of other inorganic acids of nonmetals,Chemicals,6357671,Estados Unidos
Amine-function compounds,Chemicals,15253550,Estados Unidos
Oxygen-function amino-compounds,Chemicals,3297689,Estados Unidos
Quaternary ammonium salts and hydroxides,Chemicals,6687667,Estados Unidos
Carboxyamide-function compounds,Chemicals,827106,Estados Unidos
Carboxyimide-function compounds,Chemicals,560778,Estados Unidos
Nitrile-function compounds,Chemicals,1316992,Estados Unidos
Diazo-_ azo-_ or azoxy-compounds,Chemicals,9225500,Estados Unidos
Organix derivatives of hydrazine,Chemicals,2711704,Estados Unidos
Isocyanates,Chemicals,389200,Estados Unidos
Organo-sulfur compounds,Chemicals,15045608,Estados Unidos
Other organo-inorganic compounds,Chemicals,146096,Estados Unidos
Heterocyclic compounds with oxygen hetero-atom(s) only,Chemicals,4163609,Estados Unidos
Heterocyclic compounds with nitrogen hetero-atom(s) only,Chemicals,63326413,Estados Unidos
Nucleic acids and their salts,Chemicals,71059740,Estados Unidos
Sulfonamides,Chemicals,87800,Estados Unidos
Vitamins,Chemicals,91863,Estados Unidos
Hormones,Chemicals,16112918,Estados Unidos
Glycosides,Chemicals,90686,Estados Unidos
Vegetable alkaloids,Chemicals,2105618,Estados Unidos
Other sugars_ chemically pure,Chemicals,2772,Estados Unidos
Antibiotics,Chemicals,14835769,Estados Unidos
Other organic compounds,Chemicals,1963,Estados Unidos
Heparin for therapeutic use,Chemicals,634679,Estados Unidos
Serums and vaccines,Chemicals,112254676,Estados Unidos
Medicaments_ not packaged,Chemicals,16556,Estados Unidos
Medicaments_ packaged,Chemicals,415171709,Estados Unidos
Wadding_ gauze and bandages,Chemicals,97914784,Estados Unidos
Pharmaceutical goods,Chemicals,21063336,Estados Unidos
Animal or vegetable fertilizers,Chemicals,3978637,Estados Unidos
Nitrogenous fertilizers,Chemicals,5028346,Estados Unidos
Phosphatic fertilizers,Chemicals,13542254,Estados Unidos
Potassic fertilizers,Chemicals,150279,Estados Unidos
Mixed fertilizers,Chemicals,74730054,Estados Unidos
Synthetic tanning substances,Chemicals,241603,Estados Unidos
Coloring matter of animal or vegetable origin,Chemicals,4821412,Estados Unidos
Synthetic organic coloring matter,Chemicals,46894148,Estados Unidos
Color lakes,Chemicals,112484,Estados Unidos
Other coloring matter,Chemicals,31310247,Estados Unidos
Prepared pigments,Chemicals,31409718,Estados Unidos
Paints and varnishes_ nonaqueous,Chemicals,35865539,Estados Unidos
Paints and varnishes_ aqueous,Chemicals,26831721,Estados Unidos
Other paints and varnishes,Chemicals,26788,Estados Unidos
Pigments_ nonaqueous,Chemicals,1695471,Estados Unidos
Artists' colors,Chemicals,1672498,Estados Unidos
Glaziers' putty,Chemicals,37224709,Estados Unidos
Ink,Chemicals,9715038,Estados Unidos
Essential oils,Chemicals,78427785,Estados Unidos
Mixtures of odoriferous subtances,Chemicals,13200135,Estados Unidos
Perfumes,Chemicals,65908328,Estados Unidos
Make-up preparations,Chemicals,138824528,Estados Unidos
Hair products,Chemicals,316684161,Estados Unidos
Dental hygiene products,Chemicals,171150749,Estados Unidos
Toiletries,Chemicals,148710992,Estados Unidos
Soap,Chemicals,59995214,Estados Unidos
Cleaning products,Chemicals,321280576,Estados Unidos
Lubricants,Chemicals,2986845,Estados Unidos
Artificial and prepared waxes,Chemicals,13211079,Estados Unidos
Polishes and creams,Chemicals,1836862,Estados Unidos
Candles,Chemicals,33298304,Estados Unidos
Modeling pastes,Chemicals,2382614,Estados Unidos
Casein,Chemicals,21568,Estados Unidos
Gelatin,Chemicals,179251,Estados Unidos
Peptones,Chemicals,3930477,Estados Unidos
Dextrins and other modified starches,Chemicals,5447886,Estados Unidos
Glues and adhesives,Chemicals,23657075,Estados Unidos
Enzymes,Chemicals,33042168,Estados Unidos
Prepared explosives_ except gunpowder,Chemicals,15697208,Estados Unidos
Detonators,Chemicals,76715344,Estados Unidos
Fireworks,Chemicals,575279,Estados Unidos
Matches,Chemicals,281177,Estados Unidos
Ferrocerium and other pyrophoric alloys,Chemicals,12633,Estados Unidos
Photographic plates,Chemicals,8352503,Estados Unidos
Photographic film in rolls,Chemicals,6408266,Estados Unidos
Photographic paper,Chemicals,410517,Estados Unidos
Photographic film_ developed,Chemicals,111722,Estados Unidos
Motion-picture film,Chemicals,2907,Estados Unidos
Chemical preparations for photographic uses,Chemicals,346044,Estados Unidos
Artificial graphite,Chemicals,17658101,Estados Unidos
Activated carbon,Chemicals,11689136,Estados Unidos
Residual lyes,Chemicals,1851472,Estados Unidos
Turpentines,Chemicals,3222070,Estados Unidos
Rosin and resin acids,Chemicals,15901222,Estados Unidos
Insecticides_ rodenticides_ fungicides_ etc.,Chemicals,83845087,Estados Unidos
Finishing agents,Chemicals,80042887,Estados Unidos
Pickling preparations for metal surfaces,Chemicals,23074261,Estados Unidos
Anti-knock,Chemicals,84224478,Estados Unidos
Stabilizers for rubber or plastic,Chemicals,38998510,Estados Unidos
Preparations for fire extinguishers,Chemicals,994458,Estados Unidos
Organic composite solvents and thinners,Chemicals,230241,Estados Unidos
Catalytic preparations,Chemicals,11584278,Estados Unidos
Refractory cements,Chemicals,4911685,Estados Unidos
Mixed alkylbenzenes,Chemicals,2153,Estados Unidos
Chemical elements for electronics,Chemicals,12764,Estados Unidos
Hydraulic fluids,Chemicals,519218,Estados Unidos
Antifreezing preparation,Chemicals,43366,Estados Unidos
Prepared culture media for micro-organisms,Chemicals,156016,Estados Unidos
Diagnostic or laboratory reagents,Chemicals,87745,Estados Unidos
Industrial monocarboxylic fatty acids,Chemicals,118481030,Estados Unidos
Polymers of ethylene,Chemicals,114542225,Estados Unidos
Polymers of propylene,Chemicals,29131402,Estados Unidos
Polymers of styrene,Chemicals,482092358,Estados Unidos
Polymers of vinyl chloride,Chemicals,34609807,Estados Unidos
Polymers of vinyl acetate,Chemicals,1091603,Estados Unidos
Acrylic polymers,Chemicals,47214576,Estados Unidos
Polyacetals,Chemicals,505749104,Estados Unidos
Polyamides,Chemicals,20778673,Estados Unidos
Amino-resins,Chemicals,24980697,Estados Unidos
Silicones in primary forms,Chemicals,912600,Estados Unidos
Petroleum resins,Chemicals,8458155,Estados Unidos
Cellulose n.e.c.,Chemicals,11773674,Estados Unidos
Natural polymers,Chemicals,376870,Estados Unidos
Ion-exchangers based on polymers,Chemicals,18679,Estados Unidos
Plastic waste,Chemicals,98329622,Estados Unidos
Monofilament,Chemicals,22103892,Estados Unidos
Plastic tubes and fittings,Chemicals,511430939,Estados Unidos
Plastic floor coverings,Chemicals,695417,Estados Unidos
Self-adhesive plastic sheets,Chemicals,133537816,Estados Unidos
Other plates of plastics_ noncellular and not reinforced,Chemicals,541323142,Estados Unidos
Other plastic plates_ sheets etc.,Chemicals,190517540,Estados Unidos
Baths_ sinks etc.,Chemicals,47613761,Estados Unidos
Packing lids,Chemicals,791016390,Estados Unidos
Plastic household articles,Chemicals,312010112,Estados Unidos
Plastic builders' ware,Chemicals,250743358,Estados Unidos
Other articles of plastic,Chemicals,1417341136,Estados Unidos
Natural rubber,Chemicals,1296709,Estados Unidos
Synthetic rubber,Chemicals,153479918,Estados Unidos
Scrap of rubber,Chemicals,2032185,Estados Unidos
Compounded rubber,Chemicals,26437972,Estados Unidos
Unvulcanized rubber rods,Chemicals,271131,Estados Unidos
Vulcanized rubber thread and cord,Chemicals,24980,Estados Unidos
Vulcanized rubber plates,Chemicals,21383975,Estados Unidos
Vulcanized rubber tubes,Chemicals,568948215,Estados Unidos
Conveyor belts of vulcanized rubber,Chemicals,143672116,Estados Unidos
New pneumatic tires of rubber,Chemicals,850086612,Estados Unidos
Used pneumatic tires of rubber,Chemicals,44428753,Estados Unidos
Rubber inner tubes,Chemicals,1591655,Estados Unidos
Rubber hygenic or pharmeceutical items,Chemicals,163670,Estados Unidos
Vulcanized rubber articles of apparel,Chemicals,7421693,Estados Unidos
Other articles of vulcanized rubber,Chemicals,737996126,Estados Unidos
Hard rubber,Chemicals,355507,Estados Unidos
Raw hides of bovines or equines,Agriculture,4481,Estados Unidos
Tanned hides of bovines or equines,Agriculture,80370416,Estados Unidos
Tanned sheepskins,Agriculture,18573,Estados Unidos
Tanned skins of other animals,Agriculture,355502,Estados Unidos
Bovine leather further prepared,Agriculture,1017385,Estados Unidos
Chamois leather,Agriculture,2505603,Estados Unidos
Patent leather,Agriculture,97290,Estados Unidos
Waste of leather,Agriculture,378567,Estados Unidos
Composition leather,Agriculture,958736,Estados Unidos
Saddlery and harnesses,Agriculture,21823448,Estados Unidos
Trunks or cases,Agriculture,113682383,Estados Unidos
Leather apparel,Agriculture,26239706,Estados Unidos
Other articles of leather,Agriculture,105052736,Estados Unidos
Articles of gut,Agriculture,333276,Estados Unidos
Other raw furskins,Agriculture,465897,Estados Unidos
Other tanned furskins,Agriculture,70155,Estados Unidos
Furskin apparel,Agriculture,29492,Estados Unidos
Artificial fur,Agriculture,4277,Estados Unidos
Fuel wood,Agriculture,1423561,Estados Unidos
Wood charcoal,Agriculture,37357868,Estados Unidos
Wood in the rough,Agriculture,69297,Estados Unidos
Strips and other pieces of wood,Agriculture,898996,Estados Unidos
Wood wool or flour,Agriculture,42164,Estados Unidos
Wooden railway ties,Agriculture,53921,Estados Unidos
Wood sawn lengthwise,Agriculture,2554568,Estados Unidos
Sheets for veneering for plywood,Agriculture,818143,Estados Unidos
Wood shaped along its edges,Agriculture,85156463,Estados Unidos
Particle board and similar board,Agriculture,8085951,Estados Unidos
Fiberboard of wood,Agriculture,16516462,Estados Unidos
Plywood,Agriculture,2319711,Estados Unidos
Densified wood,Agriculture,45610,Estados Unidos
Wooden frames,Agriculture,2401550,Estados Unidos
Packing boxes,Agriculture,15626698,Estados Unidos
Casks_ barrels_ etc. of wood,Agriculture,2384323,Estados Unidos
Wooden tools,Agriculture,1411284,Estados Unidos
Wood carpentry for construction,Agriculture,58766370,Estados Unidos
Wooden kitchenware,Agriculture,2620072,Estados Unidos
Wood marquetry_ ornaments_ etc.,Agriculture,2990486,Estados Unidos
Other articles of wood,Agriculture,126646995,Estados Unidos
Natural cork_ raw,Agriculture,9495,Estados Unidos
Natural cork_ debacked,Agriculture,4648,Estados Unidos
Articles of natural cork,Agriculture,1011137,Estados Unidos
Agglomerated cork,Agriculture,63075,Estados Unidos
Products of plaiting materials,Agriculture,1616145,Estados Unidos
Basketwork,Agriculture,18240060,Estados Unidos
Paper waste,Agriculture,7228986,Estados Unidos
Newsprint,Agriculture,1763549,Estados Unidos
Paper used for graphic purposes,Agriculture,14635328,Estados Unidos
Tissue,Agriculture,109990712,Estados Unidos
Uncoated kraft paper and paperboard,Agriculture,28564028,Estados Unidos
Other uncoated paper and paperboard,Agriculture,8810157,Estados Unidos
Transparent paper,Agriculture,29786392,Estados Unidos
Uncoated composite paper,Agriculture,30564,Estados Unidos
Corrugated paper and paperboard,Agriculture,4784631,Estados Unidos
Carbon paper,Agriculture,876246,Estados Unidos
Paper and paperboard_ coated with kaolin,Agriculture,20419767,Estados Unidos
Cellulose wadding_ coated,Agriculture,216073913,Estados Unidos
Filter blocks of paper pulp,Agriculture,1421312,Estados Unidos
Cigarette paper,Agriculture,653176,Estados Unidos
Wallpaper,Agriculture,25143,Estados Unidos
Other carbon paper,Agriculture,44069,Estados Unidos
Letterstock,Agriculture,63874775,Estados Unidos
Toilet paper,Agriculture,409268773,Estados Unidos
Cardboard packing containers,Agriculture,249587599,Estados Unidos
Notebooks,Agriculture,153462191,Estados Unidos
Paper labels,Agriculture,77011822,Estados Unidos
Bobbins_ spools_ cops of paper,Agriculture,511943,Estados Unidos
Other paper cut to size,Agriculture,126854930,Estados Unidos
Books_ brochures etc.,Agriculture,31479751,Estados Unidos
Newspapers_ journals and periodicals,Agriculture,813255,Estados Unidos
Children's books,Agriculture,16408392,Estados Unidos
Music_ printed or in manuscript,Agriculture,12384,Estados Unidos
Maps,Agriculture,19154,Estados Unidos
Architectural_ engineering_ etc. drawings,Agriculture,91581,Estados Unidos
Unused stamps,Agriculture,3303006,Estados Unidos
Transfers (decalcomanias),Agriculture,8735900,Estados Unidos
Printed or illustrated postcards,Agriculture,615273,Estados Unidos
Calendars,Agriculture,3306468,Estados Unidos
Other printed matter,Agriculture,182465464,Estados Unidos
Silk yarn,Textiles,1536148,Estados Unidos
Wool,Textiles,87488,Estados Unidos
Wool_ combed,Textiles,163665,Estados Unidos
Yarn of carded wool_ not for retail sale,Textiles,2265091,Estados Unidos
Yarn of combed wool_ not for retail sale,Textiles,7800767,Estados Unidos
Yarn of wool or animal hair_ for retail sale,Textiles,33070,Estados Unidos
Woven fabrics of carded wool,Textiles,10306968,Estados Unidos
Woven fabrics of combed wool,Textiles,8056515,Estados Unidos
Woven fabrics of coarse animal hair,Textiles,1242,Estados Unidos
Raw cotton,Textiles,16059,Estados Unidos
Cotton waste,Textiles,2019751,Estados Unidos
Cotton_ carded or combed,Textiles,1052377,Estados Unidos
Cotton sewing thread,Textiles,497593,Estados Unidos
Cotton yarn of > 85%,Textiles,16638937,Estados Unidos
Cotton yarn of < 85%,Textiles,2178209,Estados Unidos
Cotton yarn for retail sale,Textiles,3410226,Estados Unidos
Woven fabrics of cotton of > 85% weighing < 200 g/m2,Textiles,1796640,Estados Unidos
Woven fabrics of cotton of < 85% weighing > 200 g/m2,Textiles,28709268,Estados Unidos
Woven fabrics of cotton of < 85% weighing < 200 g/m2,Textiles,22810,Estados Unidos
Woven fabrics of cotton of < 85% weighing > 200 g/m2,Textiles,5405514,Estados Unidos
Other woven cotton fabrics,Textiles,10631,Estados Unidos
Textile bast fibers,Textiles,70299,Estados Unidos
